الايراد,المصروف,التاريخ,ملاحظات,ID,الاجمالي,الرصيد
,7000,"03/27/25 00:00:00","كفر الشيخ د سعيد",1517,27985,-7000
,420,"03/27/25 00:00:00","نسبة كشف د سعيد3 كشوفات",1518,27565,-420
1705,255,"03/27/25 00:00:00","اوفو",1519,29015,1450
,448,"03/29/25 00:00:00","صرف فرق الزيادة السنوية محمود الفني",1520,28567,-448
,2000,"03/29/25 00:00:00","جمعية الرضوان+ا محمد سلطان",1521,26567,-2000
,1000,"03/29/25 00:00:00","عم سعيد البواب",1522,25567,-1000
1950,,"03/29/25 00:00:00","تقفيل نوري",1523,27517,1950
1860,,"03/29/25 00:00:00","طنطا",1524,29377,1860
,3000,"03/29/25 00:00:00","البنات",1525,26377,-3000
4035,,"04/05/25 00:00:00","تقفيل اوفوحتى31-3",1526,30412,4035
,350,"04/05/25 00:00:00","صافي غدا",1527,30062,-350
2765,270,"04/05/25 00:00:00","بالطوهات",1528,32557,2495
,85,"04/05/25 00:00:00","جولد اي",1529,32472,-85
,19250,"04/06/25 00:00:00","ايجار الشروق",1530,13222,-19250
,260,"04/06/25 00:00:00","اورانج",1531,12962,-260
,515,"04/06/25 00:00:00","فودافون",1532,12447,-515
4800,,"04/06/25 00:00:00","داليا الشروق",1533,17247,4800
,1762,"04/06/25 00:00:00","فرق شفتات د سعيد شهر مارس1292+دسما470",1534,15485,-1762
,150,"04/06/25 00:00:00","نوري150",1535,15335,-150
5690,,"04/07/25 00:00:00","داليا الشروق",1536,21025,5690
,20,"04/07/25 00:00:00","مواصلات الصواف",1537,21005,-20
,156,"04/07/25 00:00:00","شفت هدير فني يوم 7-4",1538,20849,-156
,160,"04/07/25 00:00:00","سكر 3ك+شاي/الشروق",1539,20689,-160
25585,,"04/08/25 00:00:00","طنطا",1540,46274,25585
,80,"04/08/25 00:00:00","مواصلات عصام ابن سينا مرتين خالص حتى اليوم",1541,46194,-80
,2000,"04/08/25 00:00:00","عصام شقة البحر",1542,44194,-2000
,320,"04/08/25 00:00:00","تعاقد الشروق",1543,43874,-320
,75,"04/08/25 00:00:00","نوري225",1544,43799,-75
10255,,"04/09/25 00:00:00","طنطا",1545,54054,10255
,166,"04/10/25 00:00:00","ربع شاي و3 ك سكر",1546,53888,-166
,24498,"04/10/25 00:00:00","النسبة",1547,29390,-24498
,16000,"04/10/25 00:00:00","مكافأة د السعدني",1548,13390,-16000
3275,255,"04/10/25 00:00:00","اوفو",1549,16410,3020
7985,,"04/12/25 00:00:00","طنطا",1550,24395,7985
,1025,"04/12/25 00:00:00","السعدني/y2k",1551,23370,-1025
,250,"04/12/25 00:00:00","باور السيرفر",1552,23120,-250
,150,"04/12/25 00:00:00","صيانةجهاز الضغط",1553,22970,-150
,80,"04/12/25 00:00:00","مواصلات عصام-باور سبلاي+جهاز الضغط",1554,22890,-80
,15,"04/12/25 00:00:00",,1555,22875,-15
32140,26600,"04/13/25 00:00:00","ايجار بطرس",1556,28415,5540
,240,"04/13/25 00:00:00","طلبات للدكتورة",1557,28175,-240
,150,"04/13/25 00:00:00","نوري 375",1558,28025,-150
,3000,"04/13/25 00:00:00"," جاونات110*22+1 سرنجة5سم*315+1سرنجة3 سم*300",1559,25025,-3000
,1880,"04/14/25 00:00:00","كهربا الدار -دالسعدني",1560,23145,-1880
6425,155,"04/14/25 00:00:00","شفت هدير فني يوم 3-4",1561,29415,6270
,75,"04/14/25 00:00:00","نوري450",1562,29340,-75
35895,225,"04/15/25 00:00:00","نوري675",1563,65010,35670
,50,"04/15/25 00:00:00","مصطفى السعدني ",1564,64960,-50
,75,"04/15/25 00:00:00","اقلام+ماركر",1565,64885,-75
,1000,"04/15/25 00:00:00","ابويوسف -بنزين",1566,63885,-1000
23605,500,"04/15/25 00:00:00","صيانة تكييفات",1567,86990,23105
,25000,"04/16/25 00:00:00","د السعدني -نقدا",1568,61990,-25000
,2200,"04/16/25 00:00:00","البنات",1569,59790,-2200
,2500,"04/16/25 00:00:00","د السعدني-شقة الصفوة-عصام",1570,57290,-2500
,75,"04/16/25 00:00:00","نوري750",1571,57215,-75
,3600,"04/17/25 00:00:00","محمد جاد",1572,53615,-3600
,1000,"04/17/25 00:00:00","وصلات لاب اوضة الاطباء",1573,52615,-1000
,100,"04/17/25 00:00:00","ابو يوسف",1574,52515,-100
1510,,"04/17/25 00:00:00","طنطا",1575,54025,1510
8145,85,"04/19/25 00:00:00","جولد اي",1576,62085,8060
,200,"04/19/25 00:00:00","طه",1577,61885,-200
7815,160,"04/20/25 00:00:00","عصام مواصلات ابن سينا حتى22-4",1578,69540,7655
,1500,"04/20/25 00:00:00","كهربا",1579,68040,-1500
,75,"04/20/25 00:00:00","نوري825",1580,67965,-75
39450,,"04/22/25 00:00:00",,1581,107415,39450
200,200,"04/22/25 00:00:00","صافي/تم السداد",1582,107415,0
,75,"04/22/25 00:00:00","نوري900",1583,107340,-75
,119,"04/22/25 00:00:00","فاتورة مياه",1584,107221,-119
,750,"04/22/25 00:00:00","تجديد اشتراك البوابة الاليكترونية عن طريق المكتب",1585,106471,-750
13560,,"04/23/25 00:00:00","رسالة- د محمد",1586,120031,13560
,2500,"04/23/25 00:00:00","النضارة د السعدني",1587,117531,-2500
,10000,"04/24/25 00:00:00","اتعاب مكتب المحاسبة",1588,107531,-10000
2975,300,"04/24/25 00:00:00","نضارة حريمي تبع مصطفى السعدني",1589,110206,2675
,10,"04/24/25 00:00:00","كوريكتور",1590,110196,-10
,275,"04/24/25 00:00:00","بالطوهات",1591,109921,-275
,75,"04/24/25 00:00:00","نوري975",1592,109846,-75
,3450,"04/26/25 00:00:00","قطرات هيالوبتيك*100",1593,106396,-3450
8850,550,"04/26/25 00:00:00","موتور-ريشة للمروحة",1594,114696,8300
,1500,"04/26/25 00:00:00","ابو يوسف / دهان",1595,113196,-1500
,1500,"04/26/25 00:00:00","نت و ارضي 3 و 4 بطرس و الشروق",1596,111696,-1500
,200,"04/27/25 00:00:00","تحت حساب شاي وسكر",1597,111496,-200
11365,,"04/27/25 00:00:00","طنطا",1598,122861,11365
,180,"04/27/25 00:00:00","صيانة فلتر",1599,122681,-180
,1150,"04/27/25 00:00:00","طرد الدكتوره",1600,121531,-1150
,150,"04/27/25 00:00:00","نوري1125",1601,121381,-150
,85,"04/27/25 00:00:00","جولد اي",1602,121296,-85
3850,,"04/28/25 00:00:00","طنطا",1603,125146,3850
,158,"04/28/25 00:00:00","شفت هدير الاتنين28-4",1604,124988,-158
,20,"04/28/25 00:00:00","طه الشفت التاني",1605,124968,-20
,5000,"04/29/25 00:00:00","د السعدني اسكندريه / البنات",1606,119968,-5000
500,500,"04/29/25 00:00:00","نورا لاول الشهر/تم السداد",1607,119968,0
,75,"04/29/25 00:00:00","نوري1200",1608,119893,-75
,320,"04/29/25 00:00:00","تعاقد الشروق",1609,119573,-320
34635,,"04/29/25 00:00:00","داليا الشروق",1610,154208,34635
,600,"04/29/25 00:00:00","قطرات30بينوكسيديا+30يونيسيكلومايد",1611,153608,-600
,4400,"04/29/25 00:00:00","السعدني / بسيوني",1612,149208,-4400
,300,"04/30/25 00:00:00","ابو يوسف دهان البرجولا",1613,148908,-300
,21050,"04/30/25 00:00:00","تحت حساب العيادة",1614,127858,-21050
,2410,"04/30/25 00:00:00","قطرة موكسي فلوكس 100*24.10",1615,125448,-2410
17560,156,"04/30/25 00:00:00","شفت هديرالاربعاء30-4",1616,142852,17404
,36874,"04/30/25 00:00:00","مرتبات المركز",1617,105978,-36874
,1000,"05/01/25 00:00:00","عم سعيد البواب",1618,104978,-1000
975,,"05/01/25 00:00:00","تقفيل نوري",1619,105953,975
,25912,"05/01/25 00:00:00","باقي المرتبات",1620,80041,-25912
2520,150,"05/03/25 00:00:00","نوري150",1621,82411,2370
,308,"05/03/25 00:00:00","دوا د السعدني",1622,82103,-308
8780,25000,"05/03/25 00:00:00","فيزا cib يستردوا من د السعدني",1623,65883,-16220
,40,"05/03/25 00:00:00","مواصلات طه الصواف مرتين",1624,65843,-40
,26600,"05/04/25 00:00:00","ايجار بطرس",1625,39243,-26600
,260,"05/04/25 00:00:00","عصام مواصلات ابن سينا حتى 08/05+حالة فيمتو",1626,38983,-260
,420,"05/04/25 00:00:00","د سعيد 3 كشوفات شهر ابريل طنطا",1627,38563,-420
17810,260,"05/04/25 00:00:00","فاتورة نت الشروق",1628,56113,17550
,130,"05/04/25 00:00:00","منظفات",1629,55983,-130
,150,"05/04/25 00:00:00","نوري300",1630,55833,-150
10,,"05/04/25 00:00:00","زيادة لحالة ",1631,55843,10
,19250,"05/05/25 00:00:00","ايجار الشروق",1632,36593,-19250
,740,"05/05/25 00:00:00","اورانج+فودافون",1633,35853,-740
,450,"05/05/25 00:00:00","منظفات/خصم6 جنيه",1634,35403,-450
2350,,"05/05/25 00:00:00","داليا الشروق",1635,37753,2350
,170,"05/05/25 00:00:00","اوفو170",1636,37583,-170
,20,"05/05/25 00:00:00","مواصلات طه الصواف",1637,37563,-20
,74,"05/05/25 00:00:00","37*2 ك سكر",1638,37489,-74
,12300,"05/06/25 00:00:00","الات د السعدني",1639,25189,-12300
,1105,"05/06/25 00:00:00","مصطفى السعدني /اللاب",1640,24084,-1105
17300,10,"05/06/25 00:00:00","حالة اشعة د محمد",1641,41374,17290
,550,"05/06/25 00:00:00","تصليح كرسي العيادة(نغيير نجمة)",1642,40824,-550
,450,"05/06/25 00:00:00","كيبورد وكابلات للاب د السعدني",1643,40374,-450
,125,"05/06/25 00:00:00","ماوس",1644,40249,-125
,635,"05/06/25 00:00:00","ورق70 جرام5*120+مواصلات",1645,39614,-635
200,200,"05/06/25 00:00:00","م/رضا سلفة/تم",1646,39614,0
13010,690,"05/07/25 00:00:00","ورق جرام80*5*130+مواصلات(650+40)",1647,51934,12320
5,,"05/07/25 00:00:00","د نمير",1648,51939,5
,75,"05/07/25 00:00:00","نوري375",1649,51864,-75
,85,"05/07/25 00:00:00","اوفو",1650,51779,-85
,400,"05/07/25 00:00:00","ابو يوسف",1651,51379,-400
200,45,"05/08/25 00:00:00","اقراص لحالة طلبها د السعدني",1652,51534,155
9675,100,"05/10/25 00:00:00","فيمتو/عصام الفيمتو",1653,61109,9575
,27587,"05/10/25 00:00:00","النسبة",1654,33522,-27587
3000,,"05/10/25 00:00:00","وارد من د السعدني فرق حساب العدسة 20000-17000",1655,36522,3000
,14400,"05/10/25 00:00:00","مكافأة د السعدني+سارة",1656,22122,-14400
,450,"05/10/25 00:00:00","رول طباعة م سعاد",1657,21672,-450
,85,"05/10/25 00:00:00","جولد اي",1658,21587,-85
21365,500,"05/11/25 00:00:00","صيانة تكييفات",1659,42452,20865
,90,"05/11/25 00:00:00","كوبيات",1660,42362,-90
,85,"05/11/25 00:00:00","اوفو",1661,42277,-85
,320,"05/11/25 00:00:00","تعاقد الشروق",1662,41957,-320
2675,190,"05/12/25 00:00:00","قطرة اوفتابانتين3/190",1663,44442,2485
,800,"05/12/25 00:00:00","فلورو تاتش2*350+الشحن",1664,43642,-800
,150,"05/12/25 00:00:00","نوري525",1665,43492,-150
,85,"05/12/25 00:00:00","اوفو",1666,43407,-85
,200,"05/12/25 00:00:00","بالطوهات",1667,43207,-200
,20,"05/12/25 00:00:00","مواصلات الصواف",1668,43187,-20
22375,76,"05/13/25 00:00:00","سكر 2 ك",1669,65486,22299
,1010,"05/13/25 00:00:00","كهربا",1670,64476,-1010
,120,"05/13/25 00:00:00","فاتورة مياه",1671,64356,-120
,75,"05/13/25 00:00:00","نوري600",1672,64281,-75
11220,610,"05/14/25 00:00:00","دوا د السعدني",1673,74891,10610
,75,"05/14/25 00:00:00","باقي بالطوهات اجمالي275",1674,74816,-75
,80,"05/14/25 00:00:00","مواصلا عصام ابن سينا الاسبوعية",1675,74736,-80
3810,,"05/15/25 00:00:00","طنطا",1676,78546,3810
3720,85,"05/17/25 00:00:00","جولد اي",1677,82181,3635
,75,"05/17/25 00:00:00","نوري675",1678,82106,-75
,4930,"05/18/25 00:00:00","اوفر شوز8*45+جوانتي(8.5*1050*2)+جوانتي7.5(2*975)+انتقالات+ابن سينا",1679,77176,-4930
,150,"05/18/25 00:00:00","ريشة مروحة مصطفى السعدني",1680,77026,-150
,365,"05/18/25 00:00:00","ادبتور+مواصلات",1681,76661,-365
,30,"05/18/25 00:00:00","شاي وخل",1682,76631,-30
,1880,"05/18/25 00:00:00","كهرباء الدار",1683,74751,-1880
250,250,"05/18/25 00:00:00","الشناوي/تم السداد",1684,74751,0
,1010,"05/18/25 00:00:00","دعايا فيس",1685,73741,-1010
6955,,"05/18/25 00:00:00","داليا الشروق",1686,80696,6955
,35,"05/18/25 00:00:00","بقصماط",1687,80661,-35
,36000,"05/19/25 00:00:00","جاد اسطوانة +شهرية",1688,44661,-36000
,85,"05/19/25 00:00:00","اوفو",1689,44576,-85
,150,"05/19/25 00:00:00","نوري825",1690,44426,-150
2970,950,"05/19/25 00:00:00","مصطفى السعدني /الشروق",1691,46446,2020
,20,"05/19/25 00:00:00","مواصلات الصواف",1692,46426,-20
,86,"05/20/25 00:00:00","شاي +سكر",1693,46340,-86
300,500,"05/20/25 00:00:00","صافي ليوم 10\4-تم سداد300",1694,46140,-200
21200,180,"05/20/25 00:00:00","شاي وسكر الشروق",1695,67160,21020
,150,"05/20/25 00:00:00","نوري975",1696,67010,-150
,500,"05/20/25 00:00:00","شهادات البنات",1697,66510,-500
,150,"05/20/25 00:00:00","نوري1125",1698,66360,-150
12310,1150,"05/21/25 00:00:00","ابويوسف(بنزين+طلبات للدكتورة)",1699,77520,11160
,85,"05/21/25 00:00:00","جولد اي",1700,77435,-85
,75,"05/21/25 00:00:00","نوري1200",1701,77360,-75
,350,"05/22/25 00:00:00","تحت حساب جزامة",1702,77010,-350
1990,1000,"05/22/25 00:00:00","سيكلو فرين10",1703,78000,990
,85,"05/22/25 00:00:00","اوفو",1704,77915,-85
,2500,"05/24/25 00:00:00","البنات",1705,75415,-2500
4420,,"05/24/25 00:00:00","طنطا",1706,79835,4420
,640,"05/24/25 00:00:00","كجول16*40",1707,79195,-640
21920,,"05/25/25 00:00:00",,1708,101115,21920
7200,156,"05/25/25 00:00:00","شفت هدير الاتنين26-5",1709,108159,7044
,20,"05/26/25 00:00:00","مواصلات طه الصواف",1710,108139,-20
,80,"05/26/25 00:00:00","مواصلات عصام ابن سينا",1711,108059,-80
29665,10,"05/27/25 00:00:00","سرنجتين 10 سم",1712,137714,29655
,1845,"05/27/25 00:00:00","علبتين سرنجات 10 سم*325+10 فايل *65+3 كابولي*155+80 مشوارين",1713,135869,-1845
,240,"05/27/25 00:00:00","ميدرابيد 5 علب",1714,135629,-240
,150,"05/27/25 00:00:00","نوري1350",1715,135479,-150
,85,"05/27/25 00:00:00","اوفو",1716,135394,-85
,10,"05/27/25 00:00:00","ايمن فايد",1717,135384,-10
8690,,"05/28/25 00:00:00","ام محمود",1718,144074,8690
,2500,"05/28/25 00:00:00","البنات",1719,141574,-2500
,2000,"05/29/25 00:00:00","الجمعيات (الرضوان+ا محمد سلطان )",1720,139574,-2000
,170,"05/28/25 00:00:00","جولد اي",1721,139404,-170
150,150,"05/28/25 00:00:00","هدير/تم السداد1-6",1722,139404,0
705,75,"05/29/25 00:00:00","نوري 1425",1723,140034,630
10845,15,"05/31/25 00:00:00","اساتك",1724,150864,10830
,150,"05/31/25 00:00:00","ابو يوسف/الدكتوره",1725,150714,-150
,275,"05/31/25 00:00:00","بالطوهات",1726,150439,-275
,75,"05/31/25 00:00:00","نوري1500",1727,150364,-75
,69143,"06/01/25 00:00:00","مرتبات المركز",1728,81221,-69143
,16000,"06/01/25 00:00:00","العيادة",1729,65221,-16000
33305,150,"06/01/25 00:00:00","نوري150",1730,98376,33155
,50,"06/01/25 00:00:00","بقصماط",1731,98326,-50
1200,2700,"06/01/25 00:00:00","عصام بداية من 1-8/2024--10/1 (500)",1732,96826,-1500
3403,,"06/01/25 00:00:00","نسبة ومرتب مروة (مرتجع) شهر 4",1733,100229,3403
,620,"06/01/25 00:00:00","نسبة د سعيد 4 كشوفات*140+كشف *60",1734,99609,-620
,7000,"06/01/25 00:00:00","كفر الشيخ",1735,92609,-7000
,1000,"06/01/25 00:00:00","عم سعيد البواب",1736,91609,-1000
,2250,"06/01/25 00:00:00","تغيير حبر طابعة الشروق",1737,89359,-2250
100,100,"06/01/25 00:00:00","ام محمود/تم السداد",1738,89359,0
1425,,"06/01/25 00:00:00","تقفيل نوري+خصم حالة ندا خطأ في المقاس",1739,90784,1425
2543,,"06/01/25 00:00:00","نسبة ومرتب مروة (مرتجع) شهر5",1740,93327,2543
,100,"06/01/25 00:00:00","علاج دالسعدني",1741,93227,-100
,26600,"06/02/25 00:00:00","ايجار بطرس",1742,66627,-26600
5660,156,"06/02/25 00:00:00","هدير شفت فني2-6",1743,72131,5504
,6500,"06/02/25 00:00:00","د السعدني / مينا تورز",1744,65631,-6500
33630,,"06/03/25 00:00:00","طنطا",1745,99261,33630
,4000,"06/03/25 00:00:00","العيدية01*200",1746,95261,-4000
1000,1000,"06/03/25 00:00:00","ام محمود/تم السداد10-6",1747,95261,0
,300,"06/03/25 00:00:00","نوري450",1748,94961,-300
,19250,"06/03/25 00:00:00","ايجار الشروق",1749,75711,-19250
,340,"06/04/25 00:00:00","اورانج",1750,75371,-340
,770,"06/04/25 00:00:00","فودافون",1751,74601,-770
11955,,"06/04/25 00:00:00","طنطا",1752,86556,11955
200,200,"06/04/25 00:00:00","صافي/تمالسداد10-6",1753,86556,0
,520,"06/04/25 00:00:00","مصطفى السعدني",1754,86036,-520
400,400,"06/04/25 00:00:00","مصطفى طه/تم السداد10-6",1755,86036,0
,75,"06/04/25 00:00:00","نوري525",1756,85961,-75
,34262,"06/10/25 00:00:00","النسبة",1757,51699,-34262
,14400,"06/10/25 00:00:00","مكافأة د السعدني",1758,37299,-14400
6940,156,"06/10/25 00:00:00","شفت هدير الثلاثاء10-6",1759,44083,6784
,3680,"06/10/25 00:00:00"," جاونات100*22 +مناديل سحب2*425+2 حمام*275+80 مشوارين",1760,40403,-3680
,1000,"06/10/25 00:00:00","تحت حساب تليفون لخطوط العيادة/عصام",1761,39403,-1000
,25,"06/10/25 00:00:00","شاي",1762,39378,-25
,2000,"06/10/25 00:00:00","كهرباء/طه",1763,37378,-2000
,85,"06/10/25 00:00:00","جولد اي",1764,37293,-85
,75,"06/10/25 00:00:00","نوري600",1765,37218,-75
,500,"06/11/25 00:00:00","صيانة طابعة",1766,36718,-500
8460,,"06/11/25 00:00:00","طنطا",1767,45178,8460
,1000,"06/11/25 00:00:00","بنزين ابو يوسف",1768,44178,-1000
,150,"06/11/25 00:00:00","نوري750",1769,44028,-150
,37,"06/11/25 00:00:00","ك سكر",1770,43991,-37
995,75,"06/12/25 00:00:00","نوري825",1771,44911,920
,1700,"06/14/25 00:00:00","ابو يوسف (الدكتورة+هشام)",1772,43211,-1700
1100,,"06/14/25 00:00:00","تقفيل جولد اي حتى31-5",1773,44311,1100
3250,505,"06/14/25 00:00:00","اقلام ودفاتر+بالطوهات+انتقالات ابن سينا ",1774,47056,2745
300,300,"06/14/25 00:00:00","صافي/تم السداد17-6",1775,47056,0
,50,"06/14/25 00:00:00","م/رضا",1776,47006,-50
,4000,"06/14/25 00:00:00","شهرية جاد",1777,43006,-4000
25830,1880,"06/15/25 00:00:00","كهرباءالدار",1778,66956,23950
,30,"06/15/25 00:00:00","شاي اخضر",1779,66926,-30
,25,"06/15/25 00:00:00","كوبايات",1780,66901,-25
,320,"06/15/25 00:00:00","تعاقد الشروق",1781,66581,-320
,2300,"06/15/25 00:00:00","ماية الساحل",1782,64281,-2300
,1000,"06/15/25 00:00:00","اوردر د السعدني",1783,63281,-1000
,170,"06/15/25 00:00:00","اوفو",1784,63111,-170
13105,156,"06/16/25 00:00:00","شفت هدير",1785,76060,12949
7000,7000,"06/16/25 00:00:00","ام محمود تم سداد 4000 يوم 27\7-سداد500 يوم10-9-2500 يوم14-10",1786,76060,0
,75,"06/16/25 00:00:00","نوري900",1787,75985,-75
,20,"06/16/25 00:00:00","مواصلات الصواف",1788,75965,-20
,131,"06/16/25 00:00:00","شاي وسكر",1789,75834,-131
63655,21700,"06/17/25 00:00:00","مصطفى السعدني انستا",1790,117789,41955
,5000,"06/17/25 00:00:00","ا محمد نوار",1791,112789,-5000
,180,"06/17/25 00:00:00","مواصلات عصام ابن سينا+كوبايات+بادة ماوس+مشترك",1792,112609,-180
,85,"06/17/25 00:00:00","جولد اي",1793,112524,-85
,75,"06/17/25 00:00:00","نوري975",1794,112449,-75
,120,"06/17/25 00:00:00","فاتورة مياه",1795,112329,-120
,200,"06/17/25 00:00:00","طرد د سعيد",1796,112129,-200
5000,5000,"06/18/25 00:00:00","د محمد عبدالرحيم",1797,112129,0
,350,"06/18/25 00:00:00","صيانة يونت عيادة 2",1798,111779,-350
35845,75,"06/18/25 00:00:00","نوري1050",1799,147549,35770
,50,"06/18/25 00:00:00","لزق الشروق",1800,147499,-50
,3100,"06/19/25 00:00:00","عدد20محلول*20+2 جوانتي معقم*1050+2سرنجات*260+80مواصلات",1801,144399,-3100
2480,410,"06/19/25 00:00:00","كوبايات+مواصلات",1802,146469,2070
,5000,"06/19/25 00:00:00","باقي فلوس فيزا البنك الاهلي تسترد من فلوس العياده +21700",1803,141469,-5000
,650,"06/21/25 00:00:00","ابو يوسف/العربيه",1804,140819,-650
7990,250,"06/21/25 00:00:00","ماوس وايرلس",1805,148559,7740
37655,,"06/22/25 00:00:00","طنطا",1806,186214,37655
,50,"06/22/25 00:00:00","رسالة- د محمد",1807,186164,-50
,75,"06/22/25 00:00:00","نوري1125",1808,186089,-75
,50,"06/22/25 00:00:00","بقسماط",1809,186039,-50
24515,,"06/23/25 00:00:00",,1810,210554,24515
,30000,"06/23/25 00:00:00","التأمينات",1811,180554,-30000
,75,"06/23/25 00:00:00","نوري1200",1812,180479,-75
,155,"06/23/25 00:00:00","شفت هدير يوم لتنين23-6",1813,180324,-155
,320,"06/23/25 00:00:00","تعاقد الشروق",1814,180004,-320
,40,"06/23/25 00:00:00","مواصلات الصواف مرتين",1815,179964,-40
1500,1500,"06/24/25 00:00:00","الشناوي لاول الشهر/تم1-7",1816,179964,0
,3200,"06/24/25 00:00:00","بسيوني 1000/ اوردر الدكتوره 2200",1817,176764,-3200
49850,340,"06/24/25 00:00:00","منظفات",1818,226274,49510
,350,"06/24/25 00:00:00","عمولة تأمينات+مشوار",1819,225924,-350
,500,"06/24/25 00:00:00","تحت حساب باندانات هدير(10*50)",1820,225424,-500
,190,"06/24/25 00:00:00","مرتجع قطرات يوم الاحد22-7/رامي",1821,225234,-190
,74,"06/24/25 00:00:00","سكر 2 ك",1822,225160,-74
18570,150,"06/25/25 00:00:00","نوري1350",1823,243580,18420
,320,"06/25/25 00:00:00","تعاقد الشروق",1824,243260,-320
,100000,"06/25/25 00:00:00","السعدني / البيت",1825,143260,-100000
,20000,"06/25/25 00:00:00","اعلانات فيس حتي 3-7-2025",1826,123260,-20000
,2400,"06/26/25 00:00:00","كارت نضارة طنا كفرالشيخ 2000*.75+2 ختم دائري",1827,120860,-2400
1270,,"06/26/25 00:00:00","طنطا",1828,122130,1270
,275,"06/26/25 00:00:00","بلاطي",1829,121855,-275
,200,"06/26/25 00:00:00","تحت حساب درج الاستقيال",1830,121655,-200
,160,"06/26/25 00:00:00","مواصلات ابن سينا",1831,121495,-160
,1000,"06/28/25 00:00:00","ابو يوسف / بنزين و بسطرمه",1832,120495,-1000
10830,,"06/28/25 00:00:00","طنطا",1833,131325,10830
,2000,"06/28/25 00:00:00","كهربا",1834,129325,-2000
,550,"06/29/25 00:00:00","مشتريات د نجوى",1835,128775,-550
35725,50,"06/29/25 00:00:00","صافي",1836,164450,35675
50,,"06/29/25 00:00:00","زيادة حالة فادية",1837,164500,50
,20,"06/29/25 00:00:00","اكرامية الاوردرحسن فايد",1838,164480,-20
,75,"06/29/25 00:00:00","نوري1425",1839,164405,-75
,20000,"10/15/25 00:00:00","تأمينات",2410,60860,-20000
,90,"10/15/25 00:00:00","جولد أي",2411,60770,-90
,230,"10/16/25 00:00:00","كابل باور 2 الشروق",2412,60540,-230
3165,435,"10/16/25 00:00:00","بلاطي 275/عصام160 مواصلات",2413,63270,2730
50,50,"10/16/25 00:00:00","ايمان ياسر",2414,63270,0
,90,"10/16/25 00:00:00","نوري",2415,63180,-90
,180,"10/16/25 00:00:00","اوفو",2416,63000,-180
,1000,"10/18/25 00:00:00","أبو يوسف بنزين",2417,62000,-1000
,3000,"10/18/25 00:00:00","هشام السعدني",2418,59000,-3000
2255,125,"10/18/25 00:00:00","شاي و سكر",2419,61130,2130
300,300,"10/18/25 00:00:00","صافي",2420,61130,0
,60,"10/19/25 00:00:00","فرق شفت د عمر",2421,61070,-60
,7050,"10/19/25 00:00:00","150مواصلات للجاونات والكروكس والباور سبلاي + جاون100*22+2 جلفز*1050+2 جلفز*975",2422,54020,-7050
,250,"10/19/25 00:00:00","عمولة دفع 20000 تأمينات",2423,53770,-250
13565,,"10/19/25 00:00:00","طنطا",2424,67335,13565
,550,"10/19/25 00:00:00","انستا",2425,66785,-550
,15,"10/19/25 00:00:00","خل",2426,66770,-15
,90,"10/19/25 00:00:00","نوري",2427,66680,-90
,500,"10/19/25 00:00:00","السعدني",2428,66180,-500
,850,"10/20/25 00:00:00","كهربا",2429,65330,-850
,400,"10/20/25 00:00:00","هدير من الصندوق",2430,64930,-400
30000,30000,"10/20/25 00:00:00","فيزا البنك الأهلي تسترد من العياده-تم السدادمن عيادة كفر الشيخ",2431,64930,0
4725,180,"10/20/25 00:00:00","نوري",2432,69475,4545
,20,"10/20/25 00:00:00","مواصلات طه الصواف",2433,69455,-20
34970,,"10/21/25 00:00:00","طنطا",2434,104425,34970
,400,"04/22/25 00:00:00","صافي",2435,104025,-400
,350,"04/22/25 00:00:00","باور بنك",2436,103675,-350
,1880,"04/22/25 00:00:00","كهرباء الدار",2437,101795,-1880
16010,90,"10/22/25 00:00:00","جولد اي",2438,117715,15920
20000,23000,"10/22/25 00:00:00","السعدني/تم سداد20000 يوم27-10",2439,114715,-3000
,90,"10/22/25 00:00:00","اوفو",2440,114625,-90
1500,1500,"10/23/25 00:00:00","الشناوي يستردو السبت-تم",2441,114625,0
1500,1500,"10/23/25 00:00:00","د سعيد",2442,114625,0
1825,120,"10/23/25 00:00:00","أبو يوسف",2443,116330,1705
,950,"10/23/25 00:00:00","اوردر د السعدني",2444,115380,-950
,180,"10/23/25 00:00:00","نوري",2445,115200,-180
6225,200,"10/25/25 00:00:00","ابويوسف",2446,121225,6025
,20,"10/25/25 00:00:00","طه",2447,121205,-20
,90,"10/25/25 00:00:00","نوري",2448,121115,-90
,50,"10/26/25 00:00:00","مواصلات مينا تورز",2449,121065,-50
,150,"10/26/25 00:00:00","أبو يوسف / الدكتوره",2450,120915,-150
17280,50,"10/26/25 00:00:00","رسالة- د محمد",2451,138145,17230
,25,"10/26/25 00:00:00","شاي+سلك",2452,138120,-25
,160,"10/26/25 00:00:00","فاتورة مياه",2453,137960,-160
,50,"10/26/25 00:00:00","صندوق القرض",2454,137910,-50
,90,"10/26/25 00:00:00","نوري",2455,137820,-90
,2000,"10/27/25 00:00:00","صيانة يونتات كفر الشيخ+يونت الشروق",2456,135820,-2000
1000,1000,"10/27/25 00:00:00","الشناوي يستردو السبت",2457,135820,0
905,20,"10/27/25 00:00:00","مواصلات طه لصواف",2458,136705,885
,2900,"10/27/25 00:00:00","الغرفة",2459,133805,-2900
,500,"10/27/25 00:00:00","السعدني/كهربا",2460,133305,-500
,6500,"10/27/25 00:00:00","السعدني/العربيه",2461,126805,-6500
